sender,receiver,metabolite,hmdb_id,sensor_gene,sensor_type,metabolite_availability,sensor_score,cell_mesh_score,perm_pvalue,fdr,confidence_tier,sender_n_cells,receiver_n_cells,sensor_expr_frac
Malignant cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,RXRA,Other receptor,0.6035866376147456,0.1693567987908654,0.3197209732553926,0.009900990099009901,0.27781013395457194,Tier3_exploratory,84,84,0.32142857142857145
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.7114411096565488,0.11354277595009661,0.28421646418781166,0.009900990099009901,0.27781013395457194,Tier3_exploratory,84,68,0.39705882352941174
Malignant cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,RXRB,Other receptor,0.6035866376147456,0.059622936889433154,0.18970400101687138,0.009900990099009901,0.27781013395457194,Tier3_exploratory,84,68,0.17647058823529413
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.7114411096565488,0.24057876172575707,0.41371200272891656,0.019801980198019802,0.47227722772277225,Tier3_exploratory,84,68,0.11764705882352941
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,RXRB,Other receptor,0.7114411096565488,0.059622936889433154,0.20595681193298926,0.019801980198019802,0.47227722772277225,Tier3_exploratory,84,68,0.17647058823529413
Stromal cells,Stromal cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.3001702564928322,0.11354277595009661,0.18461355361903597,0.019801980198019802,0.47227722772277225,Tier3_exploratory,68,68,0.39705882352941174
Stromal cells,Malignant cells,25-Hydroxycholesterol,HMDB0006247,NR1H3,Other receptor,0.3279141416907826,0.25025775704124537,0.28646650345483743,0.0297029702970297,0.644014401440144,Tier3_exploratory,68,84,0.08333333333333333
Stromal cells,Malignant cells,27-Hydroxycholesterol,HMDB0002103,NR1H3,Other receptor,0.3001702564928322,0.25025775704124537,0.274080161851221,0.0297029702970297,0.644014401440144,Tier3_exploratory,68,84,0.08333333333333333
Stromal cells,Malignant cells,24-Hydroxycholesterol,HMDB0001419,NR1H3,Other receptor,0.14180811866274007,0.25025775704124537,0.18838413337321191,0.039603960396039604,0.787128712871287,Tier3_exploratory,68,84,0.08333333333333333
Malignant cells,Malignant cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.14048368085383126,0.23984119307717586,0.18355863810743447,0.039603960396039604,0.787128712871287,Tier3_exploratory,84,84,0.6309523809523809
Stromal cells,Stromal cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.14180811866274007,0.11354277595009661,0.12689084854798716,0.0594059405940594,1.0,Tier3_exploratory,68,68,0.39705882352941174
Malignant cells,Malignant cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.5238095238095238
Stromal cells,Immune cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.3001702564928322,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.20833333333333334
Stromal cells,Malignant cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.14180811866274007,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.5238095238095238
Immune cells,Immune cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.20833333333333334
Immune cells,Stromal cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.029411764705882353
Stromal cells,Immune cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.08333333333333333
Immune cells,Immune cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.08333333333333333
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR3C1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.34523809523809523
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR3C1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.34523809523809523
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR3C1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.34523809523809523
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR3C1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.27941176470588236
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR3C1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.27941176470588236
Immune cells,Malignant cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.5238095238095238
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR3C1,Other receptor,0.0,0.4887544217009015,0.0,1.0,1.0,Tier3_exploratory,68,48,0.375
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR3C1,Other receptor,0.0,0.4887544217009015,0.0,1.0,1.0,Tier3_exploratory,48,48,0.375
Malignant cells,Malignant cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.5238095238095238
Stromal cells,Malignant cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.3001702564928322,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.5238095238095238
Immune cells,Malignant cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.5238095238095238
Malignant cells,Stromal cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.0,0.11354277595009661,0.0,1.0,1.0,Tier3_exploratory,84,68,0.39705882352941174
Immune cells,Stromal cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.0,0.11354277595009661,0.0,1.0,1.0,Tier3_exploratory,48,68,0.39705882352941174
Malignant cells,Immune cells,27-Hydroxycholesterol,HMDB0002103,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.20833333333333334
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR3C1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.27941176470588236
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.04411764705882353
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.041666666666666664
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.041666666666666664
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.041666666666666664
Malignant cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.05952380952380952
Stromal cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.05952380952380952
Immune cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.05952380952380952
Malignant cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.04411764705882353
Malignant cells,Immune cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.06367507365660756,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.08333333333333333
Immune cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.04411764705882353
Malignant cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.041666666666666664
Stromal cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.041666666666666664
Immune cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.041666666666666664
Malignant cells,Malignant cells,24-Hydroxycholesterol,HMDB0001419,RORC,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.011904761904761904
Stromal cells,Malignant cells,24-Hydroxycholesterol,HMDB0001419,RORC,Other receptor,0.14180811866274007,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.011904761904761904
Immune cells,Malignant cells,24-Hydroxycholesterol,HMDB0001419,RORC,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.011904761904761904
Stromal cells,Stromal cells,24-Hydroxycholesterol,HMDB0001419,RORC,Other receptor,0.14180811866274007,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.0
Stromal cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.04411764705882353
Malignant cells,Stromal cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.0,0.11354277595009661,0.0,1.0,1.0,Tier3_exploratory,84,68,0.39705882352941174
Immune cells,Stromal cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.0,0.11354277595009661,0.0,1.0,1.0,Tier3_exploratory,48,68,0.39705882352941174
Malignant cells,Immune cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.20833333333333334
Stromal cells,Immune cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.14180811866274007,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.20833333333333334
Immune cells,Immune cells,24-Hydroxycholesterol,HMDB0001419,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.20833333333333334
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.5238095238095238
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.5238095238095238
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.5238095238095238
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.04411764705882353
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.0,0.11354277595009661,0.0,1.0,1.0,Tier3_exploratory,48,68,0.39705882352941174
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.20833333333333334
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.20833333333333334
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.20833333333333334
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.05952380952380952
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.05952380952380952
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.05952380952380952
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,RARA,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.04411764705882353
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR1H2,Other receptor,0.0,0.11354277595009661,0.0,1.0,1.0,Tier3_exploratory,68,68,0.39705882352941174
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.014705882352941176
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.014705882352941176
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.014705882352941176
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Malignant cells,Stromal cells,24-Hydroxycholesterol,HMDB0001419,RORC,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.0
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.0
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.0
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Malignant cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Stromal cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.047619047619047616
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.047619047619047616
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.047619047619047616
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.24057876172575707,0.0,1.0,1.0,Tier3_exploratory,68,68,0.11764705882352941
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.24057876172575707,0.0,1.0,1.0,Tier3_exploratory,48,68,0.11764705882352941
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.041666666666666664
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.041666666666666664
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.041666666666666664
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.011904761904761904
Stromal cells,Malignant cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Immune cells,Malignant cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Stromal cells,Stromal cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.1323529411764706
Immune cells,Stromal cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.1323529411764706
Malignant cells,Immune cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.9838463185556413,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.011904761904761904
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.011904761904761904
Malignant cells,Malignant cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.9838463185556413,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.625
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.625
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.625
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.029411764705882353
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.029411764705882353
Immune cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.08333333333333333
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.08333333333333333
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.08333333333333333
Malignant cells,Malignant cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.06367507365660756,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Stromal cells,Malignant cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Immune cells,Malignant cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Stromal cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.06367507365660756,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.029411764705882353
Stromal cells,Stromal cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.029411764705882353
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.029411764705882353
Malignant cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.0
Stromal cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.0
Immune cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Malignant cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.09523809523809523
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.09523809523809523
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.4852941176470588
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.0
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.3531842565210658,0.0,1.0,1.0,Tier3_exploratory,68,84,0.6309523809523809
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.3531842565210658,0.0,1.0,1.0,Tier3_exploratory,48,84,0.6309523809523809
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.4852941176470588
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.4852941176470588
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.0
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.029411764705882353
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.029411764705882353
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.029411764705882353
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.0,0.20009261078593576,0.0,1.0,1.0,Tier3_exploratory,68,84,0.4523809523809524
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.0,0.20009261078593576,0.0,1.0,1.0,Tier3_exploratory,48,84,0.4523809523809524
Immune cells,Stromal cells,20alpha-Hydroxycholesterol,HMDB0006283,RORC,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
